Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude
Cronat,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de la Baulme,3e quart 19e siecle,46.7269230258, 3.6805353564
Loisy,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Loisy,17e siecle,46.5822000969, 5.03018311998
Mazille,Bourgogne-Franche-Comte,Saone-et-Loire,Domaine du Vernay,3e quart 18e siecle,46.39032, 4.603188
"Paray-le-Monial,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Nicolas (ancienne),2e quart 16e siecle;4e quart 17e siecle,46.4522933671, 4.1203905637"
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Cathedrale Saint-Lazare,1ere moitie 12e siecle,46.9449942432, 4.29900957871
"Saint-Symphorien-d'Ancelles,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de Saint-Romain-des-Iles,11e siecle;12e siecle,46.1878307208, 4.77462350844"
"La Salle,Bourgogne-Franche-Comte,Saone-et-Loire,Donjon,10e siecle;13e siecle,46.4068464194, 4.84740262393"
Saint-Remy,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Taisey,18e siecle,46.7705046131, 4.81689796257
"Pierre-de-Bresse,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau; actuellement ecomusee de la Bresse bourguignonne,15e siecle;4e quart 17e siecle;18e siecle,46.8797529983, 5.26600085732"
Tavernay,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Morcoux,1ere moitie 17e siecle,47.0315847873, 4.24213450107
Curbigny,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Dree,3e quart 17e siecle,46.3206296376, 4.31008753937
Milly-Lamartine,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Jacques-le-Majeur,Moyen Age,46.3489490383, 4.69824493663
"Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Maison romane; et maison gothique,12e siecle;13e siecle,46.4334073828, 4.65852723348"
Charolles,Bourgogne-Franche-Comte,Saone-et-Loire,Couvent des Ursulines (ancien),1er quart 16e siecle,46.4347889179, 4.27578204612
Chamilly,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Chamilly,17e siecle,46.870185024, 4.68715275552
"Vers,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Felix,12e siecle;17e siecle,46.581548215, 4.85333195713"
"Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Maison romane,12e siecle;15e siecle,46.4331577858, 4.65914131158"
Saint-Vincent-Bragny,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de la Chassagne,4e quart 19e siecle,46.516970517, 4.11982570701
Lux,Bourgogne-Franche-Comte,Saone-et-Loire,Ferme de la Cour Basse,4e quart 17e siecle,46.7492178031, 4.86129842176
"Saint-Ambreuil,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de la Ferte-sur-Grosne; ancienne abbaye cistercienne,4e quart 17e siecle;18e siecle,46.6709477575, 4.81915578715"
Saint-Eusebe,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau du Monay,17e siecle,46.7199471491, 4.4305803954
"Ormes,Bourgogne-Franche-Comte,Saone-et-Loire,Necropole protohistorique d'Ormes-SimandreÂ&nbsp; (egalement sur commune de Simandre),Protohistoire;Age du bronze,46.634317, 4.96744"
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Maison romane,Moyen Age,46.43580825, 4.65589134425
"Saint-Germain-les-Buxy,Bourgogne-Franche-Comte,Saone-et-Loire,Domaine du chateau,15e siecle;2e moitie 19e siecle,46.7115089432, 4.77438580353"
Saint-Marcelin-de-Cray,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise romane du hameau de Cray,12e siecle,46.5687254697, 4.520218131
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Ancien college des jesuites; aujourd'hui Lycee Bonaparte,3e quart 18e siecle,46.7845873642, 4.84818660577"
Aze,Bourgogne-Franche-Comte,Saone-et-Loire,Maison Guitry,2e moitie 19e siecle,46.4398087817, 4.74777255093
Beaubery,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau et chapelle de Corcheval,1er quart 17e siecle,46.4215265588, 4.40666536914
Laives,Bourgogne-Franche-Comte,Saone-et-Loire,Porte avec niche et statue,15e siecle,46.6416905923, 4.84762677578
Martigny-le-Comte,Bourgogne-Franche-Comte,Saone-et-Loire,Maison des Bousseaux,Moyen Age,46.5459304256, 4.35923263557
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Tour de Coco-l'ouvrier,1er quart 16e siecle,46.7811883696, 4.85745448059
"Bussieres,Bourgogne-Franche-Comte,Saone-et-Loire,Camp retranche à&nbsp; eperon barre,Antiquite;Chalcolithique,46.3436097225, 4.70782126513"
Vinzelles,Bourgogne-Franche-Comte,Saone-et-Loire,Domaine du chateau de Laye et du Vieux-Chateau,13e siecle,46.2689209355, 4.76079379234
Ige,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle de Domange,12e siecle,46.4029506641, 4.74297667178
Montceaux-l'Etoile,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Pierre Saint-Paul,13e siecle,46.3514090314, 4.04497464633
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Notre-Dame,4e quart 13e siecle,46.433769515, 4.65755317819
Palinges,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Digoine,18e siecle,46.5336791824, 4.21095612677
"Fontaines,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Just,14e siecle;16e siecle;19e siecle,46.8482338465, 4.77283363101"
"Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Ancien palais episcopal,Gallo-romain;Moyen Age;17e siecle;18e siecle,46.7830776608, 4.85837772132"
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Fontaine de Neptune,2e quart 18e siecle,46.784716898, 4.85448232065
La Clayette,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle Sainte-Avoie,15e siecle,46.2911918064, 4.30964587296
Saint-Leger-sur-Dheune,Bourgogne-Franche-Comte,Saone-et-Loire,Ancienne tuilerie Perrusson-Desfontaines,3e quart 19e siecle,46.8486050714, 4.62814582593
"Tournus,Bourgogne-Franche-Comte,Saone-et-Loire,Ancienne abbaye Saint-Philibert,11e siecle;12e siecle;13e siecle;16e siecle;17e siecle,46.5656399055, 4.9088042829"
Chagny,Bourgogne-Franche-Comte,Saone-et-Loire,Borne-colonne,18e siecle,46.9054761257, 4.75241865063
Couches,Bourgogne-Franche-Comte,Saone-et-Loire,Maison dite des Templiers,4e quart 16e siecle,46.8675191591, 4.57762865122
"Saint-Loup-de-Varennes,Bourgogne-Franche-Comte,Saone-et-Loire,Vieux Chateau,14e siecle;15e siecle;2e moitie 17e siecle,46.7301975259, 4.86432456767"
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Monument aux morts,20e siecle,46.9497302261, 4.29907607242
"Tournus,Bourgogne-Franche-Comte,Saone-et-Loire,Maison ou immeuble,14e siecle;15e siecle;18e siecle,46.5623341424, 4.91261213609"
Mussy-sous-Dun,Bourgogne-Franche-Comte,Saone-et-Loire,Viaduc,4e quart 19e siecle,46.2303767166, 4.33103566367
Cuisery,Bourgogne-Franche-Comte,Saone-et-Loire,Monument aux morts,20e siecle,46.5588592166, 5.00013042077
Changy,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise (ancienne),12e siecle,46.4141231308, 4.23604770519
Chassey-le-Camp,Bourgogne-Franche-Comte,Saone-et-Loire,Camp prehistorique,Prehistoire,46.8828605397, 4.68918844583
Martigny-le-Comte,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Comune,limite 13e siecle 14e siecle,46.5066966704, 4.32151669787
Bourbon-Lancy,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Vignault,4e quart 18e siecle,46.6006491766, 3.76256837988
Brienne,Bourgogne-Franche-Comte,Saone-et-Loire,Borne-colonne,18e siecle,46.5625954515, 5.01533786562
Tournus,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de la Madeleine,12e siecle,46.5607569661, 4.91408944276
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Tour dite de la Bondue,13e siecle;15e siecle,46.9545136671, 4.3007028629"
"Romenay,Bourgogne-Franche-Comte,Saone-et-Loire,Ferme du Champ-Bressan,18e siecle;19e siecle,46.5014675565, 5.06644799347"
Tournus,Bourgogne-Franche-Comte,Saone-et-Loire,Maison dite de l'Escargot,1er quart 17e siecle,46.5619680353, 4.91268613525
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Maisons,1er quart 16e siecle,46.7821931017, 4.85949333688
Ecuisses,Bourgogne-Franche-Comte,Saone-et-Loire,Ancienne tuilerie Perrusson,2e moitie 19e siecle,46.7681575848, 4.52633774508
Malay,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise d'Ougy,12e siecle,46.5697006947, 4.69957088993
"Bonnay,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Besanceuil,14e siecle;17e siecle;18e siecle,46.5462993404, 4.60610797154"
"Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Musee Vivant Denon,3e quart 18e siecle;19e siecle,46.7811930908, 4.85227699728"
Frontenaud,Bourgogne-Franche-Comte,Saone-et-Loire,Cimetiere,4e quart 15e siecle,46.551411262, 5.29379593366
"Martailly-les-Brancion,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Brancion,12e siecle;14e siecle,46.5469295378, 4.79769420941"
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Porte d'Arroux,3e siecle,46.953616, 4.306839
"Mercurey,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Symphorien,13e siecle;16e siecle,46.839598097, 4.71939671747"
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Maison du Pontet,11e siecle,46.432773316, 4.6596925876
Nanton,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle de Corlay,18e siecle,46.6049532668, 4.83187033689
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Maison romane,12e siecle,46.434630003, 4.65624367135
"Vendenesse-les-Charolles,Bourgogne-Franche-Comte,Saone-et-Loire,Anciens fours à&nbsp; chaux,2e moitie 19e siecle,46.4321172179, 4.31338894981"
Broye,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Montjeu,1er quart 17e siecle,46.9030325559, 4.28422077303
"Saint-Andre-le-Desert,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Gros-Chigy,15e siecle;16e siecle;17e siecle;18e siecle,46.5022141267, 4.55853493095"
"Charmoy,Bourgogne-Franche-Comte,Saone-et-Loire,Tour du Bost,12e siecle;14e siecle,46.7817735946, 4.33716736955"
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Ancien couvent de la Visitation,2e moitie 17e siecle,46.9467757142, 4.29787661503
La Tagniere,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Bussiere,1ere moitie 17e siecle,46.8246281568, 4.19870301939
Chaudenay,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Veran,13e siecle,46.9161917386, 4.78693417043
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Ancienne prison,19e siecle,46.9458881131, 4.29963214533
Chagny,Bourgogne-Franche-Comte,Saone-et-Loire,Borne armoriee (egalement sur commune de Rully),17e siecle,46.8872338359, 4.75330654468
"Rully,Bourgogne-Franche-Comte,Saone-et-Loire,Champ de Cesar ou d'Agneux,Protohistoire;2e siecle,46.8729219545, 4.72531946623"
"Sennecey-le-Grand,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Ruffey,12e siecle;13e siecle,46.629336737, 4.85127547958"
Le Creusot,Bourgogne-Franche-Comte,Saone-et-Loire,Cite ouvriere de la Combe des Mineurs,2e quart 19e siecle,46.8124187935, 4.42495574854
Amanze,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau (vieux),15e siecle,46.331934204, 4.2415011428
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Maison Chareyre contigue à&nbsp; la tour de Marchaux,15e siecle;16e siecle,46.9536428954, 4.30022817591"
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Fontaine,18e siecle,46.4356923515, 4.65667876974
"Ciry-le-Noble,Bourgogne-Franche-Comte,Saone-et-Loire,Briqueterie des Touillards-Vairet-Baudot,4e quart 19e siecle;1er quart 20e siecle,46.5993824116, 4.29080173935"
Baudrieres,Bourgogne-Franche-Comte,Saone-et-Loire,Ferme bressanne,17e siecle,46.6543861692, 4.98035229906
Varennes-les-Macon,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Beaulieu,2e moitie 17e siecle,46.2775276836, 4.79178388142
"Saint-Vincent-Bragny,Bourgogne-Franche-Comte,Saone-et-Loire,Prieure de Bragny; puis cinema de patronage,15e siecle;16e siecle,46.5353973945, 4.13198172202"
"Le Villars,Bourgogne-Franche-Comte,Saone-et-Loire,Prieure,11e siecle;12e siecle,46.5305914144, 4.93131078418"
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau du Petit Montjeu,17e siecle,46.9381751846, 4.29985149049
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle de la Colombiere,2e quart 20e siecle,46.2033093948, 4.24476138264
Verze,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle de Verchizeuil,12e siecle,46.3763256537, 4.76772158006
Champagnat,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau du Brouchy,3e quart 19e siecle,46.4777385833, 5.36631892192
"Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Maison des Echevins,4e quart 17e siecle;1er quart 18e siecle,46.4335840361, 4.65645837802"
Romenay,Bourgogne-Franche-Comte,Saone-et-Loire,Maison dite du Lieutenant-Juge,15e siecle,46.5024540567, 5.06806856444
Chissey-les-Macon,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de Lys,1er quart 12e siecle,46.5290957202, 4.73252409778
"Ciry-le-Noble,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau du Sauvement,15e siecle;16e siecle,46.584866136, 4.3306488945"
Mazille,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Blaise,Moyen Age,46.3969794394, 4.60522804326
Mercurey,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de Touches,4e quart 12e siecle,46.8294027354, 4.71526551056
Blanzy,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau du Plessis,18e siecle,46.6788272828, 4.40083110026
Uchizy,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Grenaud,14e siecle,46.4965797918, 4.86979237717
Macon,Bourgogne-Franche-Comte,Saone-et-Loire,Cathedrale Saint-Vincent (nouvelle eglise Saint-Vincent),1er quart 19e siecle,46.3072168319, 4.83122244675
Cuiseaux,Bourgogne-Franche-Comte,Saone-et-Loire,Cimetiere,1er quart 15e siecle,46.4916635441, 5.39138916183
Milly-Lamartine,Bourgogne-Franche-Comte,Saone-et-Loire,Maison de Lamartine,1er quart 18e siecle,46.3491927942, 4.69706154955
Givry,Bourgogne-Franche-Comte,Saone-et-Loire,Fontaine,2e quart 19e siecle,46.7814727143, 4.74335042412
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Maison à&nbsp; colombages,4e quart 15e siecle,46.9450973651, 4.29850666605"
La Charmee,Bourgogne-Franche-Comte,Saone-et-Loire,Borne armoriee,17e siecle,46.7087098616, 4.80423422949
"Volesvres,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Cypierre,14e siecle;15e siecle;16e siecle;18e siecle,46.4600461429, 4.19263398774"
Saint-Yan,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Selore,2e moitie 17e siecle,46.3849223311, 4.04779448143
Saint-Mard-de-Vaux,Bourgogne-Franche-Comte,Saone-et-Loire,Cimetiere,2e quart 17e siecle,46.8125441758, 4.68461868114
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Pseudo-temple d'Apollon,Antiquite,46.9502711324, 4.30361670751
Barizey,Bourgogne-Franche-Comte,Saone-et-Loire,Presbytere (ancien),3e quart 18e siecle,46.7889629376, 4.67675351978
"Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Prieure Saint-Mayeul (restes de l'ancien),10e siecle;15e siecle,46.4380221724, 4.65553978271"
Gergy,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Meix-Berthaud,2e moitie 17e siecle,46.873036691, 4.95100710407
Givry,Bourgogne-Franche-Comte,Saone-et-Loire,Fontaine aux Dauphins,3e quart 18e siecle,46.7831326371, 4.74338595681
Solutre-Pouilly,Bourgogne-Franche-Comte,Saone-et-Loire,Gisement prehistorique,Prehistoire,46.2979443698, 4.72006636886
Marcigny,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Nicolas,12e siecle,46.2744541345, 4.04147683536
Chapaize,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de Lancharre,12e siecle,46.5634879416, 4.75577269395
Navilly,Bourgogne-Franche-Comte,Saone-et-Loire,Pont,4e quart 18e siecle,46.9391105668, 5.14981021103
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Theatre,4e quart 19e siecle,46.9506917784, 4.29852433523
Louhans,Bourgogne-Franche-Comte,Saone-et-Loire,Theatre municipal,2e quart 20e siecle,46.6291500184, 5.22380840657
Semur-en-Brionnais,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Hilaire,12e siecle,46.2634290169, 4.08705317866
Lugny-les-Charolles,Bourgogne-Franche-Comte,Saone-et-Loire,Domaine de Grammont,3e quart 18e siecle,46.408972, 4.201593
Rully,Bourgogne-Franche-Comte,Saone-et-Loire,Chalet d'Agneux,3e quart 19e siecle,46.8736412487, 4.72884700571
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Hopital Saint-Gabriel,3e quart 18e siecle,46.9516256491, 4.30141176254
"Oye,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Chaumont,15e siecle;17e siecle;2e moitie 18e siecle,46.3330064846, 4.20456802721"
Saint-Leger-du-Bois,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Lally,14e siecle,47.0333034257, 4.41565354707
"Saint-Boil,Bourgogne-Franche-Comte,Saone-et-Loire,Carriere de sculptures gallo-romaines,Gallo-romain;3e siecle,46.6463530974, 4.6822329467"
"Fleurville,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Marigny,13e siecle;16e siecle,46.4438604453, 4.87692170195"
Marcigny,Bourgogne-Franche-Comte,Saone-et-Loire,Maison de bois,15e siecle,46.2740414439, 4.04157718787
Grevilly,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise paroissiale,1er quart 12e siecle,46.5161200779, 4.82167779574
"Rigny-sur-Arroux,Bourgogne-Franche-Comte,Saone-et-Loire,Vieux chateau de la Vesvre,14e siecle;17e siecle,46.5375575975, 4.04428282478"
Montcoy,Bourgogne-Franche-Comte,Saone-et-Loire,Domaine du chateau,2e moitie 17e siecle,46.7935032218, 4.99118064329
"Montbellet,Bourgogne-Franche-Comte,Saone-et-Loire,Ancienne commanderie du Temple Sainte-Catherine,13e siecle;15e siecle,46.484020089, 4.86397170812"
Macon,Bourgogne-Franche-Comte,Saone-et-Loire,Monument aux morts,20e siecle,46.307748, 4.832133
Senozan,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Pierre de Senozan,18e siecle,46.3978340542, 4.86152994507
Givry,Bourgogne-Franche-Comte,Saone-et-Loire,Cellier aux Moines,12e siecle,46.7914759295, 4.74062780381
Massy,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Denis,1ere moitie 11e siecle,46.4854798877, 4.60404613171
"Cuisery,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise (ancienne),11e siecle;12e siecle,46.558631241, 5.00059681129"
"Romenay,Bourgogne-Franche-Comte,Saone-et-Loire,Ferme; aux Chanees,17e siecle;18e siecle,46.4938669455, 5.06677427913"
"Epinac,Bourgogne-Franche-Comte,Saone-et-Loire,Prieure du Val Saint-Benoit,13e siecle;15e siecle,46.9691616227, 4.46537434268"
Brandon,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau d'Esmyards,4e quart 19e siecle,46.3664341649, 4.55433096222
Frontenaud,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Crozes,19e siecle,46.5420575699, 5.30903681087
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Tour de l'Horloge; dite aussi tour de Marchaux,15e siecle;4e quart 18e siecle,46.9536567747, 4.30030392301"
Martigny-le-Comte,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Sainte-Euphemie,12e siecle,46.5289514354, 4.33397482711
"La Clayette,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de la Clayette,15e siecle;16e siecle;18e siecle;2e moitie 19e siecle;1er quart 20e siecle,46.2951399474, 4.30726117588"
Burnand,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Nizier,4e quart 11e siecle,46.5946849922, 4.62900597599
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Groupe cathedral et canonial,15e siecle;4e quart 18e siecle,46.945299788, 4.30078108407"
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Fontaine des Serpents,4e quart 18e siecle,46.4347516693, 4.65658653844
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Monument aux morts,20e siecle,46.6055995629916, 4.05906732934994
Amanze,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle du cimetiere,1er quart 16e siecle,46.3310599997, 4.24074816964
"Varennes-Saint-Sauveur,Bourgogne-Franche-Comte,Saone-et-Loire,Tuilerie (ancienne),17e siecle;18e siecle,46.4896711198, 5.24602669771"
"Messey-sur-Grosne,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Messey,13e siecle;15e siecle,46.6433689303, 4.74255051187"
"Saint-Point,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Lamartine,17e siecle;18e siecle;19e siecle,46.3436727036, 4.61521447443"
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Cloitre capitulaire de Saint-Vincent (ancien),4e quart 14e siecle,46.7822770563, 4.85948783434
"Chateauneuf,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau du Banchet ou de la Magdeleine,14e siecle;15e siecle;16e siecle;18e siecle;19e siecle,46.2121901907, 4.2556576653"
Demigny,Bourgogne-Franche-Comte,Saone-et-Loire,Borne armoriee,2e quart 16e siecle,46.942723091, 4.87347064134
Montcenis,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de l'Assomption,4e quart 17e siecle,46.7881544723, 4.38803506304
Neuvy-Grandchamp,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Lavault,18e siecle,46.6170702187, 3.94152659131
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Ancienne chapelle Saint-Odilon,1ere moitie 11e siecle,46.4307814121, 4.65494810652
Chevagny-les-Chevrieres,Bourgogne-Franche-Comte,Saone-et-Loire,Maison Rubat,18e siecle,46.3324458567, 4.77257306503
Givry,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de Cortiambles (ancienne),1ere moitie 12e siecle,46.779266874, 4.73048234316
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,Ancienne abbaye,17e siecle,46.4341358807, 4.65872547242
Paray-le-Monial,Bourgogne-Franche-Comte,Saone-et-Loire,Musee du Hieron,4e quart 19e siecle,46.451822, 4.123021
"Marcilly-la-Gueurce,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Marcilly,15e siecle;16e siecle,46.3921262823, 4.29422989074"
Sagy,Bourgogne-Franche-Comte,Saone-et-Loire,Manoir-ferme bressan,17e siecle,46.600109399, 5.31102065638
Montceau-les-Mines,Bourgogne-Franche-Comte,Saone-et-Loire,Maison du syndicat des mineurs,1er quart 20e siecle,46.672593113, 4.36398748468
"Burgy,Bourgogne-Franche-Comte,Saone-et-Loire,Niche abritant une Pietà&nbsp;,1er quart 16e siecle,46.4634476384, 4.83202699917"
"Martailly-les-Brancion,Bourgogne-Franche-Comte,Saone-et-Loire,Halles de Brancion,15e siecle;16e siecle,46.5473923942, 4.79652268037"
Chatenoy-le-Royal,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle du chateau de Cruzille,milieu 17e siecle,46.8043470582, 4.80205310425
"Semur-en-Brionnais,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Martin-la-Vallee,1er quart 12e siecle;17e siecle,46.2620604621, 4.07845337814"
Hautefond,Bourgogne-Franche-Comte,Saone-et-Loire,Ensemble industriel,2e moitie 19e siecle,46.4478637874, 4.18507600503
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Tour dite des Ursulines,12e siecle,46.943384, 4.298484
"Charolles,Bourgogne-Franche-Comte,Saone-et-Loire,Prieure de la Magdeleine (ancien),15e siecle;16e siecle,46.4324055535, 4.27990729077"
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Abbaye de Saint-Jean-Le-Grand (ancienne),4e quart 17e siecle;1er quart 18e siecle,46.9585179684, 4.30029191224"
Lucenay-l'Eveque,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de Morey (ancienne),14e siecle,47.0826801146, 4.25165753561
Epervans,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de la Motte,15e siecle,46.7509349693, 4.91416417449
Mercurey,Bourgogne-Franche-Comte,Saone-et-Loire,Borne armoriee (egalement sur commune de Rully),17e siecle,46.8551321116, 4.73072250855
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Moulin de la Sucrerie Blanche,3e quart 19e siecle,46.7762188641, 4.84608578145
"Chagny,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Martin,12e siecle;13e siecle,46.9119229535, 4.75230790371"
"Saint-Sernin-du-Plain,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Saturnin,4e quart 12e siecle;13e siecle;16e siecle;17e siecle,46.8919545533, 4.62014429864"
Laives,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle de Lenoux,4e quart 15e siecle,46.642176806, 4.84751314838
La Grande-Verriere,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau du Vouchot,1ere moitie 17e siecle,46.9657979486, 4.14055136005
"Beaumont-sur-Grosne,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de l'Assomption,12e siecle;15e siecle,46.6658517879, 4.86035697174"
Chagny,Bourgogne-Franche-Comte,Saone-et-Loire,Apothicairerie de l'hopital,1er quart 18e siecle,46.910168, 4.750648
"Macon,Bourgogne-Franche-Comte,Saone-et-Loire,Immeuble dit La maison de Bois,15e siecle;16e siecle,46.3049514077, 4.83396548294"
"Saint-Aubin-sur-Loire,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Aubin,12e siecle;15e siecle;4e quart 17e siecle,46.5677010852, 3.74477087997"
Broye,Bourgogne-Franche-Comte,Saone-et-Loire,Chalets de Mont-d'Arnaud,3e quart 19e siecle,46.8822735559, 4.29675921006
"Macon,Bourgogne-Franche-Comte,Saone-et-Loire,Couvent des Ursulines (ancien),17e siecle;18e siecle,46.3070765123, 4.83306825288"
Charolles,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Corcelles,1er quart 20e siecle,46.4540007629, 4.28165723935
La Chapelle-sous-Brancion,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Nobles,12e siecle,46.5413909161, 4.78578270311
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Pyramide de Couhard,2e siecle;Gallo-romain,46.9432635021, 4.31403111129"
