Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude
Iguerande,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle du Tronchy,17e siecle,46.2062309812, 4.07635979242
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle Saint-Nicolas (ancienne),12e siecle,46.9555165274, 4.30040184665
"Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Tour de Saudon,Gallo-romain;4e siecle;15e siecle;17e siecle,46.7817778773, 4.85458242821"
Colombier,Bourgogne-Franche-Comte,Saone-et-Loire,eglise des Saints-Jumeaux,19e siecle,47.663997897, 6.20860194
"Romenay,Bourgogne-Franche-Comte,Saone-et-Loire,Ferme; à&nbsp; Saint-Romain,17e siecle;18e siecle,46.5122354204, 5.02010015291"
Epinac,Bourgogne-Franche-Comte,Saone-et-Loire,Puits de mine Hottinguer avec sa centrale electrique,3e quart 19e siecle,46.9836260934, 4.52079226423
"Grury,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Montperroux,4e quart 12e siecle;1er quart 13e siecle;16e siecle,46.6828788089, 3.93666495174"
Paray-le-Monial,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle Saint-Claude la Colombiere,2e quart 20e siecle,46.4521827242, 4.12388392483
"Berze-la-Ville,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise de la Purification de la Vierge,11e siecle;15e siecle;16e siecle,46.3629047561, 4.70515763614"
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Cafe de la Bourse,1er quart 20e siecle,46.9521710309, 4.29706299524
Gigny-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de l'Eperviere,4e quart 18e siecle,46.654405207, 4.94501474395
Romenay,Bourgogne-Franche-Comte,Saone-et-Loire,Enceinte fortifiee,14e siecle,46.5027515918, 5.06932849322
"Montbellet,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Buffieres,15e siecle;1ere moitie 17e siecle,46.4722387383, 4.86979043923"
"Anzy-le-Duc,Bourgogne-Franche-Comte,Saone-et-Loire,Prieure (ancien),12e siecle;4e quart 16e siecle;1er quart 17e siecle,46.3207469991, 4.06242254792"
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Passage de la Terrasse; entre la rue aux Cordiers et la rue de la Terrasse,2e quart 18e siecle;2e quart 19e siecle,46.9489048099, 4.2985773118"
Allerey-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau d'Allerey,18e siecle,46.9060100884, 4.98398709747
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Lycee Nicephore-Niepce (anciennement Ecole Nationale Professionnelle),2e quart 20e siecle,46.788651992, 4.83529595526
"Vindecy,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau d'Arcy,15e siecle;17e siecle,46.3387782173, 4.00908971723"
"Cortambert,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Boutavent,13e siecle;14e siecle;18e siecle;19e siecle,46.4719415195, 4.71434798895"
Dompierre-les-Ormes,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau d'Audour,2e quart 18e siecle,46.3395987212, 4.48752124361
"Tournus,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Valerien (ancienne),4e quart 11e siecle;12e siecle,46.5646249385, 4.90977892903"
Ormes,Bourgogne-Franche-Comte,Saone-et-Loire,Maison forte de la Serree,Moyen Age,46.6229877083, 4.96198318436
Lucenay-l'Eveque,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Visigneux,4e quart 19e siecle,47.0907741588, 4.26906141232
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Theatre romain,Haut-Empire;3e siecle,46.9530654301, 4.31016021475"
Rosey,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Pierre,13e siecle,46.7477894691, 4.70770020775
Le Rousset,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle de Saint-Quentin,12e siecle,46.5575945354, 4.48738611709
"Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Theatre,4e quart 18e siecle;4e quart 19e siecle,46.7833074788, 4.85716573202"
Givry,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saints-Pierre-et-Paul,4e quart 18e siecle,46.7819027744, 4.74563907262
"Morlet,Bourgogne-Franche-Comte,Saone-et-Loire,Domaine du chateau de Morlet,13e siecle;15e siecle;16e siecle;18e siecle;19e siecle,46.953813, 4.509377"
"Saint-Berain-sur-Dheune,Bourgogne-Franche-Comte,Saone-et-Loire,Cimetiere,4e quart 11e siecle;14e siecle;15e siecle,46.8246975876, 4.59582031133"
"Le Creusot,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de la Verrerie,3e quart 18e siecle;4e quart 19e siecle;20e siecle,46.8056404504, 4.42429328574"
Juif,Bourgogne-Franche-Comte,Saone-et-Loire,Ferme-manoir,17e siecle,46.6968980227, 5.16087596055
"Bourgvilain,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Corcelles,13e siecle;15e siecle;18e siecle,46.3630311648, 4.63932804559"
Macon,Bourgogne-Franche-Comte,Saone-et-Loire,Hospice de la Charite,3e quart 18e siecle,46.303011, 4.831491
"Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Eglise Saint-Pierre-l'Estrier (ancienne),9e siecle;11e siecle,46.9614750801, 4.32149658541"
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Bureau des Coches et des Diligences (ancien),4e quart 18e siecle,46.78016148, 4.85587931714
Rully,Bourgogne-Franche-Comte,Saone-et-Loire,Chapelle du Meix-Saint-Michel,3e quart 19e siecle,46.8736985082, 4.74095967527
Marcigny,Bourgogne-Franche-Comte,Saone-et-Loire,Ancien couvent des Ursulines,milieu 17e siecle,46.2766483071, 4.04010951982
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Tour du Beffroi,1er quart 15e siecle,46.7815476311, 4.85577369274
Givry,Bourgogne-Franche-Comte,Saone-et-Loire,Halle ronde,2e quart 19e siecle,46.7829939071, 4.74330572763
Couches,Bourgogne-Franche-Comte,Saone-et-Loire,Chateau de Marguerite de Bourgogne,Moyen Age,46.8628371058, 4.58697775638
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,musee lapidaire Saint-Nicolas,21e siecle,46.955328,4.300179
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,Musee Vivant Denon,21e siecle,46.78105,4.853082
Charolles,Bourgogne-Franche-Comte,Saone-et-Loire,musee Rene Davoine,21e siecle,46.431434,4.273059
Marcigny,Bourgogne-Franche-Comte,Saone-et-Loire,musee de la tour du moulin,21e siecle,46.274562,4.044451
Pierre-de-Bresse,Bourgogne-Franche-Comte,Saone-et-Loire,ecomusee de la Bresse bourguignonne,21e siecle,46.88298,5.261603
Verdun-sur-le-Doubs,Bourgogne-Franche-Comte,Saone-et-Loire,maison du ble et du pain,21e siecle,46.897337,5.024918
Cluny,Bourgogne-Franche-Comte,Saone-et-Loire,musee d'art et d'archeologie,21e siecle,46.433938,4.658048
Le Creusot - Montceau-les-Mines,Bourgogne-Franche-Comte,Saone-et-Loire,ecomusee de la communaute Le Creusot - Montceau-les-Mines,21e siecle,46.80448,4.428059
Louhans,Bourgogne-Franche-Comte,Saone-et-Loire,musee municipal,21e siecle,46.87264,5.275048
Romaneche-Thorins,Bourgogne-Franche-Comte,Saone-et-Loire,musee Guillon du compagnonnage,21e siecle,46.187946,4.73427
Solutre-Pouilly,Bourgogne-Franche-Comte,Saone-et-Loire,musee departemental de prehistoire,21e siecle,46.295079,4.732247
Bourbon-Lancy,Bourgogne-Franche-Comte,Saone-et-Loire,musee Saint-Nazaire,21e siecle,46.624065,3.768545
Charolles,Bourgogne-Franche-Comte,Saone-et-Loire,musee du Prieure Jean Laronze,21e siecle,46.432412,4.279872
Romenay,Bourgogne-Franche-Comte,Saone-et-Loire,musee du terroir,21e siecle,46.503251,5.067591
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,musee Rolin,21e siecle,46.945723,4.299216
Blanzy,Bourgogne-Franche-Comte,Saone-et-Loire,musee de la mine et des hommes,21e siecle,46.701488,4.382962
Chalon-sur-Saone,Bourgogne-Franche-Comte,Saone-et-Loire,musee Nicephore Niepce,21e siecle,46.780045,4.855727
Macon,Bourgogne-Franche-Comte,Saone-et-Loire,musee des ursulines,21e siecle,46.307508,4.833156
Paray-le-Monial,Bourgogne-Franche-Comte,Saone-et-Loire,musee municipal,21e siecle,46.450396,4.119117
Saint-Leger-sous-Beuvray,Bourgogne-Franche-Comte,Saone-et-Loire,musee de Bibracte,21e siecle,46.934539,4.062979
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,musee Verger-Tarin,21e siecle,46.949043,4.302971
Autun,Bourgogne-Franche-Comte,Saone-et-Loire,Museum d'histoire naturelle,21e siecle,46.947996,4.301812
Tournus,Bourgogne-Franche-Comte,Saone-et-Loire,musee bourguignon Perrin de Puycousin,21e siecle,46.562137,4.910839
Etaule,Bourgogne-Franche-Comte,Yonne,Chateau de Vassy-le-Bois,2e moitie 19e siecle,47.5381706611, 3.91700665291
"Mailly-le-Chateau,Bourgogne-Franche-Comte,Yonne,Cimetiere,12e siecle;15e siecle,47.5964489137, 3.6414998514"
Arcy-sur-Cure,Bourgogne-Franche-Comte,Yonne,Grottes prehistoriques,Paleolithique,47.5903876509, 3.76159103611
Tanlay,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Sylvestre,17e siecle,47.8476155998, 4.0852757942
Treigny,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Symphorien,15e siecle,47.550784566, 3.18585923901
"Vault-de-Lugny,Bourgogne-Franche-Comte,Yonne,Maison Louis XIII; dite Clos Jordan,17e siecle,47.497788864, 3.85128803544"
Cravant,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Pierre Saint-Paul,15e siecle,47.6818854004, 3.68929903273
"Senan,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Firmin,13e siecle;16e siecle,47.9116304801, 3.35934691834"
"Auxerre,Bourgogne-Franche-Comte,Yonne,Ancien asile des alienes; aujourd'hui Centre Hospitalier Specialise de l'Yonne,3e quart 18e siecle;2e quart 19e siecle,47.8033943298, 3.56831636678"
"Laroche-Saint-Cydroine,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Cydroine,11e siecle;12e siecle,47.9671980296, 3.4664748779"
Sens,Bourgogne-Franche-Comte,Yonne,Maisons,18e siecle,48.1966499051, 3.2845480526
Saint-Maurice-Thizouaille,Bourgogne-Franche-Comte,Yonne,Chateau (ancien),14e siecle,47.8333062319, 3.36458971479
"Charny Oree de Puisaye,Bourgogne-Franche-Comte,Yonne,Eglise Notre-Dame de Malicorne,15e siecle;19e siecle,47.8206497024, 3.10194282676"
"Villeneuve-sur-Yonne,Bourgogne-Franche-Comte,Yonne,Propriete dite Castel des Remparts contigue à&nbsp; la Porte de Sens,1er quart 19e siecle,48.0850537568, 3.29501395082"
"Chablis,Bourgogne-Franche-Comte,Yonne,Ancien prieure Saint-Come,4e quart 13e siecle;18e siecle,47.8095144589, 3.80066614346"
Pimelles,Bourgogne-Franche-Comte,Yonne,Pont de Pimelles,18e siecle,47.8401477147, 4.17927165129
"Rogny-les-Sept-Ecluses,Bourgogne-Franche-Comte,Yonne,Ecluses (anciennes) ; dites Les Sept-Ecluses,17e siecle,47.7410870018, 2.87787138753"
Chatel-Censoir,Bourgogne-Franche-Comte,Yonne,Maison de Vaulabelle,1ere moitie 18e siecle,47.5330513033, 3.6337291687
Looze,Bourgogne-Franche-Comte,Yonne,Domaine du chateau de Looze,1ere moitie 18e siecle,47.9947686957, 3.43715634265
Voutenay-sur-Cure,Bourgogne-Franche-Comte,Yonne,Lavoir,1ere moitie 19e siecle,47.5631427237, 3.78289896162
Sens,Bourgogne-Franche-Comte,Yonne,Carmel,1ere moitie 17e siecle,48.1979598992, 3.28777878249
Rugny,Bourgogne-Franche-Comte,Yonne,Maison de la Motte,1ere moitie 19e siecle,47.8987058115, 4.1416770585
Saint-Aubin-Chateau-Neuf,Bourgogne-Franche-Comte,Yonne,Chateau de Fourolles,17e siecle,47.8006663176, 3.26605549396
Avallon,Bourgogne-Franche-Comte,Yonne,Tour de l'Horloge,3e quart 15e siecle,47.4867482786, 3.90707137526
"Saint-Fargeau,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Fiacre de Roncheres,16e siecle;17e siecle;19e siecle,47.658178267, 3.11770747268"
"Vezelay,Bourgogne-Franche-Comte,Yonne,Ancienne enceinte de la ville,12e siecle;14e siecle,47.4649697507, 3.74655918313"
Aillant-sur-Tholon,Bourgogne-Franche-Comte,Yonne,Chapelle-ermitage Sainte-Anne,17e siecle,47.8740242424, 3.35045259088
Gisy-les-Nobles,Bourgogne-Franche-Comte,Yonne,Cimetiere desaffecte,15e siecle,48.2802750927, 3.23680447237
Vareilles,Bourgogne-Franche-Comte,Yonne,Ferme des Pres,18e siecle,48.1784008267, 3.46690578832
"Auxerre,Bourgogne-Franche-Comte,Yonne,Ancien ensemble canonial,12e siecle;13e siecle;15e siecle,47.797544437, 3.57336450788"
Bleneau,Bourgogne-Franche-Comte,Yonne,Fontaine Chataigner,4e quart 19e siecle,47.6992367331, 2.94849426017
Island,Bourgogne-Franche-Comte,Yonne,Chapelle du Saulce,4e quart 13e siecle,47.4651014396, 3.82381476062
Sens,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Maurice,13e siecle,48.1977547952, 3.27559880765
"Auxerre,Bourgogne-Franche-Comte,Yonne,Maison de Marie Noel,16e siecle;17e siecle;18e siecle,47.7942393395, 3.5727295556"
"Saint-Loup-d'Ordon,Bourgogne-Franche-Comte,Yonne,Chateau d'Ordon,14e siecle;17e siecle,48.0202179964, 3.16866889843"
"Coulours,Bourgogne-Franche-Comte,Yonne,Commanderie de templiers de Coulours,14e siecle;15e siecle,48.1674901759, 3.58347353579"
"Saint-More,Bourgogne-Franche-Comte,Yonne,Camp antique de Cora,6e siecle;8e siecle,47.5689350075, 3.76949020094"
Saint-Fargeau,Bourgogne-Franche-Comte,Yonne,Eglise de Saint-Martin-des-Champs,15e siecle,47.6558899557, 3.03372205727
"Mige,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Romain,2e moitie 15e siecle;1ere moitie 16e siecle,47.6748629648, 3.542737797"
"Ancy-le-Franc,Bourgogne-Franche-Comte,Yonne,Chateau d'Ancy-le-Franc,milieu 16e siecle;4e quart 17e siecle,47.7727691558, 4.15761120395"
"Santigny,Bourgogne-Franche-Comte,Yonne,Fontaine-abreuvoir-lavoir,18e siecle;19e siecle,47.5681562267, 4.12241492666"
Saint-Sauveur-en-Puisaye,Bourgogne-Franche-Comte,Yonne,Maison natale de Colette,1er quart 19e siecle,47.6165656887, 3.19806084884
Auxerre,Bourgogne-Franche-Comte,Yonne,Passage couvert Manifacier,3e quart 19e siecle,47.7958601052, 3.57126630172
Pourrain,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Serge,2e quart 16e siecle,47.7562221637, 3.41270446363
Montreal,Bourgogne-Franche-Comte,Yonne,Pont sur le Serein,18e siecle,47.544452163, 4.04751003349
"Auxerre,Bourgogne-Franche-Comte,Yonne,Monument à&nbsp; Surugue,20e siecle,47.80133, 3.571359"
"Jouancy,Bourgogne-Franche-Comte,Yonne,Chateau (restes),15e siecle;16e siecle,47.6829176071, 4.03222322977"
Lalande,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Jacques et Saint-Marcel,4e quart 17e siecle,47.682105069, 3.32029496563
"Thorigny-sur-Oreuse,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Pierre et Saint-Paul,15e siecle;2e moitie 17e siecle,48.2946469691, 3.39850532327"
Cisery,Bourgogne-Franche-Comte,Yonne,Chateau (ancien),13e siecle,47.5082860843, 4.06325908046
Cezy,Bourgogne-Franche-Comte,Yonne,Porte d'enceinte (vieille),13e siecle,47.9929336528, 3.34003286656
Merry-Sec,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Menge,1er quart 16e siecle,47.6565277809, 3.48525030735
Sainte-Magnance,Bourgogne-Franche-Comte,Yonne,Chateau Jacquard,15e siecle,47.4518909629, 4.07205968103
Villeneuve-sur-Yonne,Bourgogne-Franche-Comte,Yonne,Maison Joseph-Joubert,18e siecle,48.0817585378, 3.29355522278
Coulanges-sur-Yonne,Bourgogne-Franche-Comte,Yonne,Eglise Notre-Dame,17e siecle,47.5270483123, 3.54024325812
Escolives-Sainte-Camille,Bourgogne-Franche-Comte,Yonne,Site gallo-romain et merovingien,Gallo-romain,47.7221534471, 3.6051011721
L'Isle-sur-Serein,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Martin,2e quart 19e siecle,47.5868009122, 4.00482617475
Sens,Bourgogne-Franche-Comte,Yonne,Monument aux morts de l'arrondissement de Sens,20e siecle,48.198500567, 3.28998348648
Sens,Bourgogne-Franche-Comte,Yonne,Hopital Saint-Jean,18e siecle,48.1974128377, 3.29297550948
"Merry-sur-Yonne,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Denis,13e siecle;4e quart 16e siecle,47.5633053941, 3.64192203534"
"Mezilles,Bourgogne-Franche-Comte,Yonne,Chateau du Fort,3e quart 16e siecle;17e siecle,47.7007989076, 3.19406750405"
Coutarnoux,Bourgogne-Franche-Comte,Yonne,Maison des Goix,3e quart 15e siecle,47.5857339247, 3.9663373024
"Joigny,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Jean,13e siecle;16e siecle,47.9827320064, 3.3984347128"
"Villiers-Saint-Benoit,Bourgogne-Franche-Comte,Yonne,Ancienne eglise Saint-Loup à&nbsp; la Villotte,4e quart 15e siecle;1ere moitie 16e siecle,47.7755478348, 3.24538338881"
Mailly-le-Chateau,Bourgogne-Franche-Comte,Yonne,Donjon (ancien),14e siecle,47.5953625846, 3.63611573224
Cruzy-le-Chatel,Bourgogne-Franche-Comte,Yonne,Chateau de Maulnes,2e moitie 16e siecle,47.8902776312, 4.21472924893
"Diges,Bourgogne-Franche-Comte,Yonne,Ancienne ocrerie de Sauilly,19e siecle;20e siecle,47.7255286794, 3.35443700753"
"Charbuy,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Medard,15e siecle;16e siecle,47.8236832703, 3.46759015618"
"Dracy;Villiers-Saint-Benoit,Bourgogne-Franche-Comte,Yonne,Domaine du Breau,2e moitie 19e siecle,47.767984229, 3.23956060914"
Pont-sur-Yonne,Bourgogne-Franche-Comte,Yonne,Eglise Notre-Dame,13e siecle,48.28745963, 3.20456559791
"Vezelay,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Etienne (ancienne),12e siecle;17e siecle,47.4634992288, 3.74270428663"
"Cezy,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Loup,13e siecle;17e siecle;2e moitie 19e siecle,47.9930051535, 3.3409154709"
Angely,Bourgogne-Franche-Comte,Yonne,Grange de Pancy,17e siecle,47.569993065, 4.01628535239
Champcevrais,Bourgogne-Franche-Comte,Yonne,Chateau de Chatres,17e siecle,47.7797975702, 2.99247809096
Auxerre,Bourgogne-Franche-Comte,Yonne,Abbaye Saint-Pierre (ancienne),4e quart 13e siecle,47.7951495466, 3.57518223579
"Moutiers-en-Puisaye,Bourgogne-Franche-Comte,Yonne,Four à&nbsp; poterie de la Batisse,4e quart 18e siecle,47.6160298313, 3.17874366329"
Molosmes,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Marcel,4e quart 15e siecle,47.8874525003, 4.04344661316
Grimault,Bourgogne-Franche-Comte,Yonne,Prieure de Cours,13e siecle,47.6788282324, 4.00202877505
Joigny,Bourgogne-Franche-Comte,Yonne,Porte du Bois,13e siecle,47.9846550601, 3.39601479663
"Turny,Bourgogne-Franche-Comte,Yonne,Chateau des Varennes,17e siecle;18e siecle,48.062856, 3.728802"
Vaudeurs,Bourgogne-Franche-Comte,Yonne,Eolienne,1ere moitie 20e siecle,48.1340272787, 3.55011869015
Saint-Florentin,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Florentin,13e siecle,48.0006152977, 3.72958645803
"Auxerre,Bourgogne-Franche-Comte,Yonne,Ancienne cathedrale Saint-Etienne,4e quart 11e siecle;2e quart 13e siecle;14e siecle;16e siecle,47.7978479258, 3.57283785487"
Escamps,Bourgogne-Franche-Comte,Yonne,Chateau d'Avigneau,17e siecle,47.7137035806, 3.48546269404
Sermizelles,Bourgogne-Franche-Comte,Yonne,Chapelle Notre-Dame d'Orient,3e quart 20e siecle,47.5370769699, 3.79771816319
"Villeneuve-sur-Yonne,Bourgogne-Franche-Comte,Yonne,Portes de Sens et de Joigny,14e siecle;17e siecle,48.0851500341, 3.29511993963"
Joigny,Bourgogne-Franche-Comte,Yonne,Porte Saint-Jean,13e siecle,47.9827475679, 3.39775277926
"Joux-la-Ville,Bourgogne-Franche-Comte,Yonne,Eglise Notre-Dame,15e siecle;16e siecle,47.622347236, 3.86324706493"
"Courgenay,Bourgogne-Franche-Comte,Yonne,Ancienne abbaye cistercienne de Vauluisant,16e siecle;18e siecle;3e quart 19e siecle,48.2655726971, 3.53732489222"
Villeneuve-sur-Yonne,Bourgogne-Franche-Comte,Yonne,Maison dite des Sept-Tetes,17e siecle,48.0825210252, 3.29425040498
Beauvilliers,Bourgogne-Franche-Comte,Yonne,Manoir de Gresigny,17e siecle,47.4118599649, 4.04576339964
Auxerre,Bourgogne-Franche-Comte,Yonne,Seminaire (ancien),18e siecle,47.798890578, 3.56934051406
"Villiers-sur-Tholon,Bourgogne-Franche-Comte,Yonne,Eglise (à&nbsp; l'exclusion du clocher moderne),15e siecle;16e siecle,47.8885150154, 3.33778799607"
"Vezelay,Bourgogne-Franche-Comte,Yonne,Maison dite Manoir Desfourneaux,13e siecle;17e siecle,47.4651602651, 3.74591450542"
"Chastellux-sur-Cure,Bourgogne-Franche-Comte,Yonne,Chateau de Chastellux,12e siecle;13e siecle;17e siecle;18e siecle,47.3913755175, 3.88983393183"
"Coulanges-la-Vineuse,Bourgogne-Franche-Comte,Yonne,Maison dite de Jeanne-d'Arc,15e siecle;16e siecle,47.6990515048, 3.57873990336"
Argenteuil-sur-Armancon,Bourgogne-Franche-Comte,Yonne,Lavoir,2e quart 19e siecle,47.7581166023, 4.10755510793
"Nuits,Bourgogne-Franche-Comte,Yonne,Domaine du chateau de Nuits,4e quart 16e siecle;1er quart 19e siecle,47.7330568228, 4.21367241875"
Joigny,Bourgogne-Franche-Comte,Yonne,Prieure de Notre-Dame (ancien),4e quart 13e siecle,47.9824125657, 3.40082001919
"Nailly,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Pierre,13e siecle;15e siecle,48.2230393399, 3.22415955806"
Tonnerre,Bourgogne-Franche-Comte,Yonne,Hopital,4e quart 13e siecle,47.8561696506, 3.97535484149
Champvallon,Bourgogne-Franche-Comte,Yonne,Pressoir,18e siecle,47.9383257979, 3.34628442557
Poilly-sur-Serein,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Aignan,4e quart 15e siecle,47.7645931834, 3.89425288264
"Cravant,Bourgogne-Franche-Comte,Yonne,Donjon,1er quart 14e siecle;15e siecle,47.6812170833, 3.69000693116"
Nuits,Bourgogne-Franche-Comte,Yonne,Deux colonnes monumentales annelees,18e siecle,47.7295470899, 4.21525246438
Parly,Bourgogne-Franche-Comte,Yonne,Eglise Saint-Sebastien,12e siecle,47.7643536789, 3.34811256496
"Arthonnay,Bourgogne-Franche-Comte,Yonne,Mairie-lavoir et eolienne,4e quart 19e siecle;2e quart 20e siecle,47.9330703651, 4.22962922235"
"Cheroy,Bourgogne-Franche-Comte,Yonne,Eglise Notre-Dame de l'Assomption,Moyen Age;18e siecle;19e siecle,48.2026931978, 3.00003212236"
"Saint-Julien-du-Sault,Bourgogne-Franche-Comte,Yonne,Chateau de Vauguillain (ancien),12e siecle;13e siecle,48.0271083195, 3.29478397563"
"Villeneuve-l'Archeveque,Bourgogne-Franche-Comte,Yonne,Eglise Notre-Dame,13e siecle;15e siecle,48.2330527513, 3.55790420282"
Escolives-Sainte-Camille,Bourgogne-Franche-Comte,Yonne,Chateau de Belombre,18e siecle,47.7268986915, 3.60573521923
Seignelay,Bourgogne-Franche-Comte,Yonne,Halles,17e siecle,47.9030296609, 3.60066085512
Mailly-le-Chateau,Bourgogne-Franche-Comte,Yonne,Maison (ou chateau) des Ports,18e siecle,47.5911078287, 3.64550180478
Passy,Bourgogne-Franche-Comte,Yonne,Chateau de Passy-Veron,1ere moitie 17e siecle,48.1136218803, 3.30573049664
